0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,label
0.13357175150639905,-0.05154846377852201,0.24065533830020822,0.2569965885184497,0.27829169938463477,0.2497383344443333,0.20127803958405677,0.23671685497231326,0.21280486180553151,0.6652612144214161,0.22711682310702752,0.49014585524219867,-0.11844875385523612,-0.531898740153144,-0.11571997665011202,1
0.10674775519562858,-0.49469027868217486,-0.05957493833092602,0.07953402562842085,0.06410621602274527,0.0771303721732328,0.059852569500930056,0.03802689342855901,0.06621083701129539,0.27672397494865386,-0.3287011835842114,0.02634875414134097,-0.0012929947012572107,-0.5645235713150122,-0.18302242656531031,1
0.07501838889002939,-0.5001643205830206,-0.04402393413926244,0.06864275599629827,0.07834910210095919,0.0680108255118012,0.04470338810931272,0.05428859286385453,0.053399560001794244,0.2543348855265266,-0.3228899168319117,0.020706920020183928,0.018506251520590267,-0.6085418165839583,-0.18818478389655313,1
0.08933146736240771,-0.510765376392974,-0.03801929560737679,0.07515117444567786,0.05602734387604112,0.07767387488541008,0.04506596717180229,0.033993385010174196,0.0582729553595467,0.28286910559813605,-0.37006751302884233,0.07519138237753165,0.00034672654994194474,-0.5711206052959662,-0.17127526391462944,1
0.1105283089903383,-0.4899790822189291,-0.06944415175291012,0.08632817779100979,0.06493524269124941,0.06936005764761735,0.06455994965164204,0.05046527128203582,0.05566524401903723,0.2977645165144127,-0.37258840653382186,0.019476271297539816,0.04409815760014002,-0.5792072108998773,-0.1749192789683922,1
0.09008696310823242,-0.4928274247998072,-0.02924009078093508,0.054937260801123135,0.04661980431335421,0.08502108682384003,0.04244271830426778,0.03317162221784953,0.07535955756627777,0.20754921180870056,-0.40393650892983257,0.06218159021063907,0.027808218606901303,-0.5764407463226926,-0.15187246035035895,1
0.08857443784955277,-0.5027081960814568,-0.04060846628666949,0.08019942603700723,0.05283512518765847,0.10400012137496718,0.05685234294352397,0.04037954913094247,0.08242959356810078,0.186064274362034,-0.4115156630112373,0.0841735556160681,-0.09414410540798723,-0.5840690474562122,-0.2456579676337456,1
0.13082559973895974,-0.48526461019769995,-0.05959251921780273,0.0749584215354525,0.058512833339490596,0.07264121171670955,0.05582529425733056,0.04627397729269529,0.05522284672835742,0.2747471134030961,-0.395898913554395,0.03855941120038864,0.01766340513965803,-0.5738052493353869,-0.18172783762949452,1
0.11184468042691623,-0.490488183834555,-0.0060590250739148924,0.06645065474462201,0.04639634834404809,0.08410398088347659,0.05526319050776174,0.03645147536900324,0.07437055980225951,0.21374030525892063,-0.41379104017346824,0.09627233066079288,0.021892966517044643,-0.5740016733554771,-0.1346752575005813,1
0.13922648863452466,-0.5041536475528966,-0.02710162846584042,0.051556384961130436,0.062148692077278266,0.06778131115286955,0.041385332058710644,0.05294135230787071,0.0536239537501665,0.23144010795002945,-0.4149369655378169,0.04985906182425026,0.05453413472758939,-0.6070358261239919,-0.1608226795127824,1
0.14148991551081966,-0.48278949514677566,-0.05551217804095173,0.07521801889218196,0.08936432287523699,0.08712167881395298,0.054309394301305255,0.07573295621441789,0.07752039799415412,0.27234118032586796,-0.3690689740913822,0.05203268708866626,0.04325531121920756,-0.6132235932277561,-0.15216015390519477,1
0.07861504890561069,-0.483632531278919,-0.04262226504249171,0.08179958793519447,0.0528345072321828,0.12143518844142656,0.06464484738666854,0.038781544771901974,0.10499053743781857,0.17985785656257658,-0.4064574024348122,0.07881941504974699,-0.08508732790947293,-0.5708259419011027,-0.23677167799751186,1
0.1559041357128615,-0.5026787160596063,-0.028770204168038015,0.084900152046984,0.07922882536979531,0.07555658631413005,0.06107515884056325,0.05231767621653065,0.0528366546672272,0.35153817546023247,-0.31031794218545605,0.06494657427929251,0.05804344656733673,-0.5848220700509239,-0.19788617499170635,1
0.1534614129257928,-0.4726648083589861,-0.05583342567340736,0.08480510340623483,0.07981093547639619,0.08655292363045457,0.06384490918360042,0.05788993395848332,0.06517676786261516,0.3058711792367286,-0.2929660226687232,0.04108465420233953,0.0503658758706389,-0.5621990471006661,-0.21417237140629786,1
0.15090528534323006,-0.482119967811203,0.0010388159970078693,0.08964681683972708,0.07168058667227167,0.09629423434927842,0.07059841619039364,0.04914358226750071,0.06734591702997289,0.33163165623198054,-0.3150160829368065,0.10050770451879298,0.04504827032694414,-0.5883578666009163,-0.22882836490305014,1
0.15256186491563625,-0.48856145520327476,-0.03981413465661386,0.07855692104163506,0.10397053744331775,0.06879405669251479,0.06293647346076522,0.08062879508761035,0.04320877707683131,0.284646750603609,-0.2949795193806528,0.038895041212884784,0.05274117561985281,-0.5948403518290006,-0.20824285976077783,1
0.1293912234354336,-0.4844199102900729,-0.053044478110256775,0.1017228687396695,0.05417646983955013,0.11591146716722787,0.059691355348793884,0.03859984023919085,0.10106075269971541,0.33092669517917006,-0.4048040802774139,0.09157347308140773,-0.07858974747450687,-0.6013063634906191,-0.19218042203134156,1
0.16535781078252954,-0.4937523033614971,-0.004184276008536425,0.10130488739738448,0.061441405174792414,0.08115280854835567,0.06369656128540449,0.04318499476366052,0.06072019981040311,0.42681203472011364,-0.36340502261767726,0.06270901414519536,0.08676154858281948,-0.5820228225291769,-0.19729483221794208,1
0.1597751027069574,-0.4837242058553615,-0.037223367278091835,0.058623605460730095,0.06917980678605612,0.06442110488022056,0.042763002019404736,0.05097371614418135,0.045329659060772284,0.2908224992106443,-0.3389977372848706,0.04605521761152209,0.10761818771075737,-0.5763097787328137,-0.17209037606053101,1
0.17115507409318687,-0.4836472644486622,-0.03634272994875193,0.08086589233666927,0.07666157458420637,0.07902230140311452,0.05296697085620554,0.053290044622386804,0.06346663752809052,0.36724576151562505,-0.30832086431053574,0.07372097655771204,0.07831775530077034,-0.5883415572228202,-0.17354478346833024,1
0.14988927022947537,-0.4743574426851308,-0.021844973426985558,0.0704540629226439,0.057376292211113934,0.07458768390764679,0.04792950138451061,0.03972083797789707,0.05505151400580853,0.32418393027989456,-0.3480993280279795,0.05367888307503477,0.0897345030757748,-0.548595821720482,-0.19086984537048735,1
